TITLE;Differential evolution variants;;;;;;;;;
FOCUS ON;;;;;;;;;;
EXPERIMENT TYPE;DEVariants;;;;;;;;;
PARAMETERS;;;;;;;;;;
normalization;Center;;;;;;;;;
pcaRecompositionThreshold;0.95;;;;;;;;;
component;1;2;3;4;5;6;7;8;;
type;RandomNormal;RandomUniform;RandomNormal;RandomNormal;RandomNormal;RandomUniform;RandomWeibull;RandomWeibull;;
p1;0;0;0;0;0;0;0;0;;
p2;15;10;10;10;10;5;0.2;5;;
RESULTS;;;;;;;;;;
COMMON;;;;;;;;;;
distance;;;;;;;;;;
which;A;T;C;;;;;;;
plain;12.339;1.0304;1.6555;;;;;;;
PCA;232.56;0.0088295;6.9217;;;;;;;
PCA;;;;;;;;;;
weights;0.000036201;1.7316E-006;0.000041148;0.000033372;0.000025605;1.9338E-007;0.081678;0.000000006;3.262E-008;
differential evolutions parameters, by distance type;;;;;;;;;;
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;;
28788;20.018;20.627;3;1.2;0.5;100;150;T;0.0027988;
23994;17.775;18.315;1;0.85;0.25;125;125;T;0.0027999;
32147;8.4862;8.7444;5;1;0.25;10;50;T;0.0028006;
28690;20.132;20.744;3;1.2;0.25;100;150;T;0.0028035;
33883;18.169;18.721;6;0.85;0.5;100;150;T;0.0028088;
23802;18.309;18.866;1;0.5;0.75;125;150;T;0.0028106;
32599;14.961;15.416;5;1.2;0.25;100;75;T;0.0028107;
31415;2.9801;3.0707;5;0.5;0.25;100;10;T;0.0028111;
33966;16.726;17.235;6;0.85;0.75;75;150;T;0.0028111;
29705;18.994;19.572;4;0.5;0.75;150;150;T;0.0028144;
33772;6.0203;6.2034;6;0.85;0.25;100;30;T;0.0028149;
29165;16.859;17.372;3;1.5;0.5;100;30;T;0.0028166;
23928;5.2154;5.3741;1;0.85;0.25;30;30;T;0.0028177;
28299;17.929;18.475;3;1;0.25;125;50;T;0.0028187;
25588;3.8207;3.937;2;0.5;0.5;10;125;T;0.0028196;
32980;15.012;15.469;5;1.5;0.25;75;100;T;0.0028203;
32674;18.319;18.876;5;1.2;0.5;50;125;T;0.0028208;
26493;9.3664;9.6514;2;1;0.75;50;50;T;0.0028225;
25435;6.5922;6.7928;1;1.5;1;75;125;T;0.0028233;
31049;17.75;18.29;4;1.5;0.25;125;125;T;0.0028256;
24317;17.68;18.218;1;1;0.25;10;150;T;0.0028257;
26315;19.253;19.839;2;1;0.25;75;100;T;0.0028267;
32138;4.9901;5.1419;5;0.85;1;150;75;T;0.0028282;
24551;18.489;19.051;1;1;0.75;75;100;T;0.0028297;
30085;2.0661;2.1289;4;0.85;1;10;10;T;0.0028312;
28861;18.49;19.052;3;1.2;0.75;75;75;T;0.0028323;
27774;3.6081;3.7179;3;0.5;1;50;125;T;0.0028342;
19897;2.1426;3.5472;5;0.5;1;10;50;C;0.0028342;
24316;16.549;17.053;1;1;0.25;10;150;T;0.0028388;
26929;18.451;19.013;2;1.2;0.75;125;75;T;0.0028415;
29178;15.659;16.135;3;1.5;0.5;125;30;T;0.0028438;
28901;18.633;19.2;3;1.2;0.75;150;50;T;0.0028445;
32631;17.839;18.381;5;1.2;0.25;150;125;T;0.0028445;
23935;15.313;15.779;1;0.85;0.25;30;100;T;0.0028452;
23891;4.9162;5.0658;1;0.5;1;125;75;T;0.0028458;
27310;17.214;17.738;2;1.5;0.75;100;100;T;0.0028462;
33632;3.3872;3.4903;6;0.5;1;30;50;T;0.0028464;
25362;12.354;12.729;1;1.5;0.75;125;75;T;0.0028478;
33477;18.306;18.863;6;0.5;0.5;75;150;T;0.0028516;
23755;15.333;15.799;1;0.5;0.75;50;125;T;0.0028521;
33210;18.534;19.097;5;1.5;0.75;125;150;T;0.0028545;
33173;12.199;12.57;5;1.5;0.75;75;75;T;0.0028546;
26457;21.131;21.774;2;1;0.5;150;125;T;0.0028548;
34450;6.5059;6.7038;6;1;1;75;100;T;0.0028559;
34136;18.161;18.714;6;1;0.25;30;150;T;0.0028611;
27347;6.929;7.1399;2;1.5;1;10;75;T;0.0028673;
28536;20.609;21.237;3;1;0.75;150;150;T;0.0028698;
28607;3.0655;3.1588;3;1;1;150;50;T;0.0028707;
29955;17.808;18.35;4;0.85;0.5;100;100;T;0.0028719;
26691;13.035;13.431;2;1.2;0.25;50;75;T;0.002875;
31602;18.6;19.166;5;0.5;0.75;50;150;T;0.0028763;
27584;10.188;10.498;3;0.5;0.5;75;30;T;0.0028786;
30754;16.658;17.165;4;1.2;0.5;125;100;T;0.0028789;
28881;7.5358;7.7651;3;1.2;0.75;125;10;T;0.0028799;
24033;16.342;16.839;1;0.85;0.5;30;100;T;0.0028819;
29643;11.078;11.415;4;0.5;0.75;75;50;T;0.002882;
34388;18.598;19.164;6;1;0.75;125;150;T;0.002882;
31615;18.845;19.419;5;0.5;0.75;75;150;T;0.0028835;
19512;3.2064;5.3084;4;1.5;1;10;125;C;0.002885;
24932;17.235;17.759;1;1.2;0.75;50;125;T;0.0028881;
33461;17.741;18.281;6;0.5;0.5;50;150;T;0.0028888;
30010;13.442;13.851;4;0.85;0.75;30;75;T;0.0028927;
24898;9.8966;10.198;1;1.2;0.75;10;75;T;0.002893;
28638;18.506;19.069;3;1.2;0.25;30;75;T;0.0028934;
28779;21.21;21.855;3;1.2;0.5;100;100;T;0.0028941;
26790;17.144;17.666;2;1.2;0.5;50;75;T;0.0028946;
23889;3.6929;3.8053;1;0.5;1;125;50;T;0.0028958;
27392;14.552;14.995;2;1.5;1;75;75;T;0.0028967;
23689;18.815;19.388;1;0.5;0.5;100;150;T;0.0028988;
28938;4.6105;4.7508;3;1.2;1;50;10;T;0.0029023;
26158;16.127;16.618;2;0.85;0.75;150;50;T;0.0029027;
28318;21.159;21.803;3;1;0.25;150;100;T;0.0029027;
27963;18.436;18.997;3;0.85;0.5;50;50;T;0.002904;
26885;15.201;15.663;2;1.2;0.75;50;50;T;0.0029045;
28894;18.151;18.704;3;1.2;0.75;125;125;T;0.0029052;
27284;18.266;18.822;2;1.5;0.75;50;125;T;0.0029073;
30962;7.3678;7.592;4;1.2;1;150;75;T;0.0029088;
30625;12.773;13.162;4;1.2;0.25;75;75;T;0.0029115;
29269;17.187;17.71;3;1.5;0.75;100;100;T;0.0029117;
31496;17.231;17.755;5;0.5;0.5;50;100;T;0.0029127;
31585;16.972;17.488;5;0.5;0.75;30;150;T;0.0029133;
27205;18.454;19.016;2;1.5;0.5;75;150;T;0.0029167;
33400;14.373;14.811;6;0.5;0.25;125;100;T;0.0029173;
23608;18.215;18.769;1;0.5;0.25;125;150;T;0.0029183;
30360;16.066;16.555;4;1;0.5;125;75;T;0.0029211;
28442;16.27;16.765;3;1;0.75;30;75;T;0.0029212;
24287;5.4218;5.5868;1;0.85;1;125;125;T;0.0029229;
29409;13.182;13.583;4;0.5;0.25;10;125;T;0.0029252;
27227;17.275;17.801;2;1.5;0.5;125;125;T;0.0029313;
26047;19.576;20.172;2;0.85;0.5;125;75;T;0.0029319;
31088;13.557;13.969;4;1.5;0.5;30;75;T;0.002932;
27058;12.437;12.815;2;1.5;0.25;10;125;T;0.0029337;
26831;17.007;17.524;2;1.2;0.5;125;75;T;0.0029343;
29687;13.165;13.566;4;0.5;0.75;150;75;T;0.0029343;
28466;15.488;15.96;3;1;0.75;75;30;T;0.0029347;
28505;17.194;17.717;3;1;0.75;150;30;T;0.0029358;
30329;12.599;12.982;4;1;0.5;75;50;T;0.0029388;
29970;17.082;17.602;4;0.85;0.5;125;100;T;0.002941;
32571;12.569;12.951;5;1.2;0.25;50;75;T;0.0029421;
27488;15.753;16.233;3;0.5;0.25;75;50;T;0.0029442;
34763;5.8325;6.0099;6;1.2;0.75;125;30;T;0.0029444;
24070;7.4824;7.7101;1;0.85;0.5;100;30;T;0.0029448;
26313;17.847;18.39;2;1;0.25;75;75;T;0.0029468;
34526;4.7914;4.9372;6;1.2;0.25;50;30;T;0.0029471;
32976;9.5018;9.7909;5;1.5;0.25;75;50;T;0.0029478;
24815;11.493;11.843;1;1.2;0.5;30;75;T;0.0029483;
32001;18.67;19.238;5;0.85;0.75;75;125;T;0.0029494;
32432;16.798;17.309;5;1;0.75;150;75;T;0.0029523;
28333;12.477;12.856;3;1;0.5;10;150;T;0.0029531;
26720;15.001;15.458;2;1.2;0.25;100;75;T;0.0029542;
27463;17.72;18.259;3;0.5;0.25;30;100;T;0.0029543;
34225;16.854;17.367;6;1;0.5;30;100;T;0.0029549;
34570;16.941;17.457;6;1.2;0.25;100;150;T;0.0029552;
32191;9.9594;10.262;5;1;0.25;75;50;T;0.0029567;
28575;8.4999;8.7585;3;1;1;75;150;T;0.002957;
27609;16.176;16.668;3;0.5;0.5;100;150;T;0.002959;
31071;11.575;11.927;4;1.5;0.5;10;75;T;0.0029593;
28838;15.285;15.75;3;1.2;0.75;30;125;T;0.0029596;
26876;18.409;18.969;2;1.2;0.75;30;100;T;0.0029607;
33407;17.465;17.996;6;0.5;0.25;125;150;T;0.0029624;
32744;15.718;16.196;5;1.2;0.75;10;150;T;0.0029641;
23965;17.538;18.072;1;0.85;0.25;75;125;T;0.0029667;
31524;17.519;18.052;5;0.5;0.5;100;100;T;0.0029696;
24204;18.144;18.697;1;0.85;0.75;150;125;T;0.0029712;
24719;14.661;15.107;1;1.2;0.25;30;100;T;0.0029724;
33287;10.016;10.32;5;1.5;1;100;100;T;0.0029724;
27345;8.8348;9.1036;2;1.5;1;10;50;T;0.0029729;
17541;2.5383;4.2022;3;1.5;1;10;10;C;0.0029749;
32707;7.8467;8.0854;5;1.2;0.5;125;30;T;0.0029749;
27217;7.954;8.196;2;1.5;0.5;125;30;T;0.0029755;
29182;17.841;18.383;3;1.5;0.5;125;50;T;0.0029756;
33439;11.597;11.95;6;0.5;0.5;30;75;T;0.002976;
25182;15.295;15.761;1;1.5;0.25;150;100;T;0.0029787;
21865;1.9496;3.2276;6;0.5;1;30;10;C;0.0029857;
29034;19.774;20.376;3;1.5;0.25;30;125;T;0.0029869;
25897;17.698;18.236;2;0.85;0.25;30;125;T;0.00299;
34805;15.618;16.093;6;1.2;0.75;150;150;T;0.0029926;
26280;6.4565;6.653;2;0.85;1;150;150;T;0.0029933;
28933;4.7047;4.8478;3;1.2;1;30;100;T;0.0029934;
30224;18.554;19.119;4;1;0.25;50;125;T;0.0029937;
30973;9.2173;9.4977;4;1.5;0.25;10;75;T;0.0029962;
26605;3.2042;3.3017;2;1;1;75;50;T;0.0029975;
31097;18.821;19.393;4;1.5;0.5;30;150;T;0.0029982;
25993;18.127;18.679;2;0.85;0.5;30;100;T;0.0029992;
23933;12.336;12.712;1;0.85;0.25;30;75;T;0.0030009;
34446;4.8581;5.006;6;1;1;75;50;T;0.0030013;
24814;9.792;10.09;1;1.2;0.5;30;50;T;0.0030027;
32345;14.878;15.331;5;1;0.75;10;75;T;0.0030041;
24561;13.366;13.773;1;1;0.75;100;50;T;0.0030042;
31777;17.957;18.504;5;0.85;0.25;30;125;T;0.0030046;
24564;16.3;16.796;1;1;0.75;100;75;T;0.0030067;
34758;13.299;13.704;6;1.2;0.75;100;100;T;0.0030067;
33451;9.0417;9.3168;6;0.5;0.5;50;50;T;0.00301;
29971;18.704;19.273;4;0.85;0.5;125;125;T;0.0030109;
31830;13.239;13.642;5;0.85;0.25;125;75;T;0.0030123;
28705;17.242;17.766;3;1.2;0.25;150;50;T;0.0030129;
31425;16.788;17.299;5;0.5;0.25;100;100;T;0.0030143;
25358;17.58;18.115;1;1.5;0.75;100;150;T;0.0030165;
25979;15.56;16.034;2;0.85;0.5;10;125;T;0.0030187;
30657;18.216;18.77;4;1.2;0.25;125;125;T;0.0030203;
27055;10.125;10.433;2;1.5;0.25;10;100;T;0.0030205;
30152;4.3281;4.4598;4;0.85;1;100;100;T;0.0030208;
23657;18.696;19.265;1;0.5;0.5;50;125;T;0.0030213;
33344;11.705;12.061;6;0.5;0.25;30;100;T;0.0030244;
23782;16.408;16.908;1;0.5;0.75;100;100;T;0.0030246;
24134;18.266;18.822;1;0.85;0.75;30;125;T;0.0030249;
30791;11.52;11.871;4;1.2;0.75;30;50;T;0.0030253;
34539;16.753;17.263;6;1.2;0.25;50;150;T;0.0030267;
32949;12.284;12.657;5;1.5;0.25;30;75;T;0.0030278;
25377;12.745;13.132;1;1.5;0.75;150;100;T;0.0030286;
26154;11.238;11.58;2;0.85;0.75;150;30;T;0.0030291;
34955;14.474;14.914;6;1.5;0.25;100;125;T;0.0030364;
31308;3.829;3.9455;4;1.5;1;75;30;T;0.0030376;
31386;16.696;17.204;5;0.5;0.25;30;125;T;0.0030377;
24118;10.293;10.606;1;0.85;0.75;10;125;T;0.0030388;
31551;17.844;18.387;5;0.5;0.5;150;100;T;0.0030388;
31320;10.599;10.922;4;1.5;1;75;150;T;0.0030396;
29527;18.892;19.467;4;0.5;0.5;30;150;T;0.0030406;
32781;14.904;15.357;5;1.2;0.75;75;75;T;0.0030413;
29167;17.706;18.245;3;1.5;0.5;100;50;T;0.0030422;
33589;17.122;17.643;6;0.5;0.75;100;150;T;0.0030422;
23594;18.595;19.161;1;0.5;0.25;100;150;T;0.0030472;
30268;3.0297;3.1219;4;1;0.25;150;10;T;0.0030497;
29874;18.024;18.572;4;0.85;0.25;125;125;T;0.0030504;
31933;3.8622;3.9797;5;0.85;0.5;150;10;T;0.0030508;
24845;17.831;18.373;1;1.2;0.5;75;100;T;0.0030517;
33866;3.1203;3.2152;6;0.85;0.5;100;10;T;0.0030561;
28620;11;11.334;3;1.2;0.25;10;50;T;0.0030586;
28814;4.3865;4.5199;3;1.2;0.75;10;30;T;0.003059;
27001;13.893;14.316;2;1.2;1;75;100;T;0.0030591;
25279;16.423;16.923;1;1.5;0.5;150;100;T;0.0030595;
33612;16.362;16.86;6;0.5;0.75;150;125;T;0.0030599;
32519;5.7842;5.9601;5;1;1;125;125;T;0.003061;
22712;5.8316;9.6543;6;1;1;100;150;C;0.003061;
27789;3.8279;3.9444;3;0.5;1;100;10;T;0.003063;
30012;16.717;17.226;4;0.85;0.75;30;100;T;0.003063;
33923;4.3974;4.5312;6;0.85;0.75;30;30;T;0.0030631;
29833;3.3018;3.4022;4;0.85;0.25;75;10;T;0.0030634;
31227;14.081;14.51;4;1.5;0.75;100;75;T;0.0030653;
26797;8.858;9.1275;2;1.2;0.5;75;30;T;0.0030659;
33766;15.443;15.913;6;0.85;0.25;75;125;T;0.003066;
33513;17.536;18.069;6;0.5;0.5;150;125;T;0.0030668;
27379;15.704;16.182;2;1.5;1;50;100;T;0.0030678;
30417;17.747;18.287;4;1;0.75;50;100;T;0.0030696;
30046;19.065;19.645;4;0.85;0.75;75;150;T;0.0030706;
26531;16.486;16.987;2;1;0.75;100;150;T;0.0030714;
33952;17.39;17.92;6;0.85;0.75;50;150;T;0.0030729;
23952;17.202;17.726;1;0.85;0.25;50;125;T;0.0030757;
28238;4.3691;4.502;3;1;0.25;30;10;T;0.0030771;
29853;10.221;10.532;4;0.85;0.25;100;50;T;0.003079;
34068;4.2237;4.3522;6;0.85;1;100;50;T;0.0030801;
31377;9.3551;9.6397;4;1.5;1;150;150;T;0.0030802;
32363;17.931;18.476;5;1;0.75;30;100;T;0.0030822;
24453;18.411;18.971;1;1;0.5;75;100;T;0.0030825;
33163;18.018;18.567;5;1.5;0.75;50;125;T;0.0030874;
30025;17.454;17.985;4;0.85;0.75;50;100;T;0.003091;
24181;18.69;19.258;1;0.85;0.75;100;150;T;0.0030928;
24193;18.921;19.497;1;0.85;0.75;125;150;T;0.0030941;
32528;5.9732;6.155;5;1;1;150;50;T;0.003095;
30873;3.035;3.1274;4;1.2;1;10;50;T;0.0030967;
31199;13.898;14.321;4;1.5;0.75;50;75;T;0.0030974;
27475;18.41;18.97;3;0.5;0.25;50;75;T;0.0031006;
30352;4.1319;4.2576;4;1;0.5;125;10;T;0.0031043;
30628;16.749;17.259;4;1.2;0.25;75;100;T;0.0031043;
28344;16.651;17.158;3;1;0.5;30;75;T;0.0031053;
25475;8.237;8.4876;1;1.5;1;150;100;T;0.0031054;
32260;10.886;11.217;5;1;0.5;30;50;T;0.0031062;
33946;12.779;13.168;6;0.85;0.75;50;100;T;0.0031062;
32953;17.007;17.525;5;1.5;0.25;30;125;T;0.0031073;
28286;16.707;17.216;3;1;0.25;100;50;T;0.0031081;
31349;13.398;13.806;4;1.5;1;125;150;T;0.0031107;
30304;14.077;14.505;4;1;0.5;30;75;T;0.0031113;
33536;18.391;18.951;6;0.5;0.5;150;150;T;0.0031146;
26407;13.609;14.023;2;1;0.5;75;30;T;0.003115;
32898;8.1777;8.4265;5;1.2;1;100;125;T;0.0031151;
32936;14.913;15.366;5;1.5;0.25;10;100;T;0.0031173;
31352;4.4311;4.5659;4;1.5;1;150;50;T;0.0031191;
33777;13.67;14.086;6;0.85;0.25;100;100;T;0.0031195;
32289;12.728;13.115;5;1;0.5;75;50;T;0.0031268;
26587;2.8894;2.9773;2;1;1;30;150;T;0.0031269;
31744;3.7529;3.8671;5;0.5;1;150;50;T;0.0031274;
28491;19.572;20.167;3;1;0.75;100;150;T;0.0031276;
23756;16.56;17.064;1;0.5;0.75;50;125;T;0.0031281;
33429;13.197;13.599;6;0.5;0.5;10;150;T;0.0031291;
27261;6.7681;6.974;2;1.5;0.75;30;30;T;0.0031303;
31652;18.282;18.838;5;0.5;0.75;150;125;T;0.0031314;
27718;14.288;14.722;3;0.5;0.75;125;125;T;0.0031318;
27855;18.37;18.929;3;0.85;0.25;30;100;T;0.0031362;
30680;12.544;12.925;4;1.2;0.5;10;75;T;0.0031364;
30458;17.115;17.635;4;1;0.75;125;75;T;0.0031367;
27516;17.83;18.372;3;0.5;0.25;125;50;T;0.0031375;
30089;2.5342;2.6113;4;0.85;1;10;50;T;0.0031383;
33829;17.289;17.815;6;0.85;0.25;150;150;T;0.0031393;
23742;17.295;17.821;1;0.5;0.75;30;125;T;0.0031451;
30148;3.9338;4.0535;4;0.85;1;100;50;T;0.0031454;
28482;19.109;19.69;3;1;0.75;100;50;T;0.0031566;
23665;10.378;10.694;1;0.5;0.5;75;50;T;0.0031706;
23979;17.898;18.443;1;0.85;0.25;100;125;T;0.0031706;
29902;17.331;17.858;4;0.85;0.5;10;150;T;0.0031729;
31050;17.697;18.236;4;1.5;0.25;125;125;T;0.0031731;
31239;9.9208;10.223;4;1.5;0.75;125;50;T;0.003174;
29027;13.314;13.719;3;1.5;0.25;30;50;T;0.0031743;
31432;18.868;19.442;5;0.5;0.25;100;150;T;0.0031752;
35063;9.8387;10.138;6;1.5;0.5;125;75;T;0.0031754;
26033;18.657;19.225;2;0.85;0.5;100;75;T;0.0031755;
26754;2.9854;3.0762;2;1.2;0.5;10;10;T;0.0031761;
29378;7.253;7.4736;3;1.5;1;125;50;T;0.003182;
23932;3.4171;3.5211;1;0.5;1;150;150;T;0.0031831;
28329;12.579;12.962;3;1;0.5;10;100;T;0.0031833;
34247;18.646;19.214;6;1;0.5;50;150;T;0.0031849;
30080;14.892;15.345;4;0.85;0.75;150;75;T;0.0031917;
29376;3.4568;3.562;3;1.5;1;125;30;T;0.003193;
33904;15.548;16.021;6;0.85;0.5;150;100;T;0.0031932;
34270;17.388;17.917;6;1;0.5;100;125;T;0.003195;
29261;15.693;16.17;3;1.5;0.75;75;150;T;0.0031961;
26947;21.459;22.112;2;1.2;0.75;150;125;T;0.0031963;
32828;18.05;18.6;5;1.2;0.75;150;125;T;0.0031966;
31300;7.2357;7.4559;4;1.5;1;50;100;T;0.0031982;
26774;10.574;10.895;2;1.2;0.5;30;50;T;0.0032046;
33982;17.655;18.192;6;0.85;0.75;100;150;T;0.0032048;
32304;11.259;11.601;5;1;0.5;100;50;T;0.0032052;
33583;17.012;17.53;6;0.5;0.75;100;125;T;0.0032059;
28082;18.679;19.248;3;0.85;0.75;75;125;T;0.0032075;
30978;15.551;16.024;4;1.5;0.25;10;125;T;0.0032085;
32573;15.998;16.485;5;1.2;0.25;50;100;T;0.0032092;
27116;16.692;17.2;2;1.5;0.25;100;125;T;0.00321;
33091;16.712;17.221;5;1.5;0.5;100;100;T;0.0032102;
30450;3.6602;3.7716;4;1;0.75;125;10;T;0.0032134;
25420;9.1004;9.3773;1;1.5;1;50;100;T;0.0032159;
30459;18.294;18.851;4;1;0.75;125;100;T;0.0032174;
31984;14.61;15.055;5;0.85;0.75;50;75;T;0.0032179;
33769;16.863;17.376;6;0.85;0.25;75;150;T;0.0032182;
28866;17.37;17.899;3;1.2;0.75;75;125;T;0.0032188;
23586;15.632;16.108;1;0.5;0.25;100;100;T;0.0032189;
24543;20.535;21.16;1;1;0.75;50;150;T;0.0032196;
23770;15.876;16.359;1;0.5;0.75;75;125;T;0.00322;
30912;3.0536;3.1465;4;1.2;1;75;10;T;0.0032256;
26927;17.475;18.007;2;1.2;0.75;125;50;T;0.0032265;
33852;3.1336;3.229;6;0.85;0.5;75;10;T;0.0032267;
27196;15.115;15.575;2;1.5;0.5;75;75;T;0.0032271;
31959;10.655;10.979;5;0.85;0.75;10;150;T;0.0032325;
29929;18.365;18.923;4;0.85;0.5;50;125;T;0.0032388;
34941;14.636;15.082;6;1.5;0.25;75;125;T;0.0032398;
28016;17.642;18.179;3;0.85;0.5;150;30;T;0.0032404;
29464;13.113;13.512;4;0.5;0.25;100;75;T;0.003245;
34630;10.244;10.556;6;1.2;0.5;50;75;T;0.0032459;
26271;12.365;12.741;2;1;0.25;10;100;T;0.0032467;
30077;11.167;11.507;4;0.85;0.75;150;50;T;0.0032486;
29653;18.774;19.345;4;0.5;0.75;75;150;T;0.0032491;
26446;6.1916;6.38;2;1;0.5;150;10;T;0.0032507;
33310;8.3061;8.5588;5;1.5;1;125;150;T;0.0032519;
34165;8.3976;8.6531;6;1;0.25;100;50;T;0.0032519;
27662;4.6741;4.8163;3;0.5;0.75;30;125;T;0.003252;
34689;15.107;15.567;6;1.2;0.5;150;125;T;0.0032531;
27093;6.9737;7.1858;2;1.5;0.25;75;30;T;0.003255;
35089;8.5722;8.833;6;1.5;0.75;10;75;T;0.0032585;
30812;17.83;18.373;4;1.2;0.75;50;125;T;0.0032606;
26342;17.635;18.172;2;1;0.25;125;75;T;0.0032634;
29649;18.098;18.648;4;0.5;0.75;75;125;T;0.0032642;
31314;7.3669;7.591;4;1.5;1;75;100;T;0.0032678;
14464;3.9744;6.5798;2;0.85;1;75;150;C;0.0032711;
31988;18.455;19.016;5;0.85;0.75;50;125;T;0.003272;
34367;16.676;17.183;6;1;0.75;100;125;T;0.0032746;
23991;16.388;16.887;1;0.85;0.25;125;100;T;0.0032754;
26859;14.352;14.789;2;1.2;0.75;10;100;T;0.0032761;
33796;3.196;3.2933;6;0.85;0.25;150;10;T;0.0032786;
28035;5.8081;5.9848;3;0.85;0.75;10;100;T;0.003282;
32805;18.644;19.211;5;1.2;0.75;100;150;T;0.0032837;
32892;5.9515;6.1325;5;1.2;1;100;50;T;0.003284;
29452;16.627;17.133;4;0.5;0.25;75;100;T;0.0032847;
28831;16.221;16.715;3;1.2;0.75;30;50;T;0.0032874;
30344;12.974;13.368;4;1;0.5;100;50;T;0.0032875;
29565;18.762;19.333;4;0.5;0.5;100;125;T;0.0032883;
25562;15.158;15.619;2;0.5;0.25;125;125;T;0.0032891;
26455;19.239;19.824;2;1;0.5;150;100;T;0.0032929;
26538;15.988;16.475;2;1;0.75;125;75;T;0.0032929;
23618;2.7672;2.8514;1;0.5;0.5;10;10;T;0.0032931;
34732;13.136;13.536;6;1.2;0.75;50;125;T;0.0032934;
29788;5.4022;5.5666;4;0.5;1;150;100;T;0.0032947;
33116;10.256;10.568;5;1.5;0.5;150;50;T;0.0032954;
29617;14.445;14.885;4;0.5;0.75;30;75;T;0.0032957;
30995;3.0302;3.1224;4;1.5;0.25;50;10;T;0.0033002;
25417;8.9006;9.1714;1;1.5;1;50;75;T;0.0033043;
30432;17.701;18.24;4;1;0.75;75;100;T;0.0033056;
28046;21.557;22.213;3;0.85;0.5;150;150;T;0.0033062;
34501;10.355;10.67;6;1.2;0.25;10;75;T;0.0033064;
32728;17.508;18.04;5;1.2;0.5;150;100;T;0.0033069;
26059;15.988;16.475;2;0.85;0.5;150;50;T;0.0033103;
24089;17.662;18.199;1;0.85;0.5;125;100;T;0.0033134;
29495;18.162;18.715;4;0.5;0.25;150;125;T;0.0033143;
24030;11.054;11.39;1;0.85;0.5;30;50;T;0.0033166;
24326;13.696;14.113;1;1;0.25;30;75;T;0.0033185;
31789;15.72;16.198;5;0.85;0.25;50;100;T;0.0033188;
26776;14.562;15.006;2;1.2;0.5;30;75;T;0.0033203;
30774;4.4361;4.571;4;1.2;0.75;10;30;T;0.0033216;
26298;11.905;12.267;2;1;0.25;50;50;T;0.0033226;
28887;17.717;18.256;3;1.2;0.75;125;50;T;0.0033239;
34353;17.638;18.175;6;1;0.75;75;125;T;0.0033239;
33066;17.647;18.184;5;1.5;0.5;50;125;T;0.0033247;
31130;12.607;12.991;4;1.5;0.5;100;75;T;0.0033257;
24368;14.839;15.291;1;1;0.25;100;75;T;0.0033285;
33939;15.757;16.236;6;0.85;0.75;30;150;T;0.0033293;
32653;9.5501;9.8407;5;1.2;0.5;30;50;T;0.0033313;
32388;11.552;11.904;5;1;0.75;75;50;T;0.0033315;
31804;16.208;16.701;5;0.85;0.25;75;100;T;0.0033316;
33182;18.491;19.053;5;1.5;0.75;75;150;T;0.0033339;
30156;2.599;2.6781;4;0.85;1;125;10;T;0.0033347;
23769;16.425;16.924;1;0.5;0.75;75;125;T;0.0033355;
23574;16.934;17.449;1;0.5;0.25;75;125;T;0.0033401;
26984;10.076;10.382;2;1.2;1;50;50;T;0.0033419;
29903;17.657;18.194;4;0.85;0.5;10;150;T;0.0033419;
30246;10.921;11.253;4;1;0.25;100;50;T;0.0033426;
31225;9.4396;9.7269;4;1.5;0.75;100;50;T;0.0033433;
28786;16.95;17.466;3;1.2;0.5;125;30;T;0.0033439;
23605;18.914;19.489;1;0.5;0.25;125;150;T;0.0033443;
30259;11.735;12.092;4;1;0.25;125;50;T;0.0033443;
16444;5.2586;8.7059;3;0.85;1;125;75;C;0.0033445;
29647;15.806;16.287;4;0.5;0.75;75;100;T;0.0033453;
24365;11.685;12.041;1;1;0.25;100;50;T;0.0033464;
33203;15.435;15.905;5;1.5;0.75;125;100;T;0.0033499;
26197;4.5356;4.6736;2;0.85;1;50;30;T;0.0033507;
31437;13.458;13.867;5;0.5;0.25;125;75;T;0.0033513;
27778;3.0515;3.1444;3;0.5;1;50;150;T;0.0033515;
32319;16.94;17.456;5;1;0.5;125;75;T;0.0033529;
31904;18.807;19.379;5;0.85;0.5;75;125;T;0.0033553;
26155;21.557;22.213;2;0.85;0.75;125;150;T;0.0033558;
30024;13.364;13.771;4;0.85;0.75;50;75;T;0.003361;
25042;7.5197;7.7485;1;1.2;1;75;100;T;0.0033617;
16800;3.777;6.253;3;1;1;75;10;C;0.003366;
28436;10.352;10.667;3;1;0.75;30;30;T;0.0033674;
23811;18.373;18.932;1;0.5;0.75;150;125;T;0.0033675;
28023;21.248;21.894;3;0.85;0.5;150;100;T;0.0033736;
28761;18.211;18.765;3;1.2;0.5;75;50;T;0.0033745;
30064;9.9376;10.24;4;0.85;0.75;125;50;T;0.003375;
31196;18.875;19.45;4;1.5;0.75;30;150;T;0.0033765;
24944;15.248;15.712;1;1.2;0.75;75;100;T;0.0033776;
27599;14.464;14.904;3;0.5;0.5;100;50;T;0.0033787;
29536;16.204;16.697;4;0.5;0.5;50;100;T;0.003381;
23551;6.1069;6.2927;1;0.5;0.25;50;30;T;0.0033813;
24061;17.39;17.919;1;0.85;0.5;75;100;T;0.0033814;
24437;15.81;16.291;1;1;0.5;50;75;T;0.0033849;
